gps__class,gps__device,gps__ecefpAcc,gps__ecefvAcc,gps__ecefvx,gps__ecefvy,gps__ecefvz,gps__ecefx,gps__ecefy,gps__ecefz,gps__epc,gps__eph,gps__eps,gps__ept,gps__epv,gps__epx,gps__epy,gps__geoidSep,gps__lat,gps__leapseconds,gps__lon,gps__magvar,gps__mode,gps__sep,gps__speed,gps__status,gps__time,i2c__barometer__altitude,i2c__barometer__pressure,i2c__barometer__temperature,i2c__imu1__accel__accel_range,i2c__imu1__accel__in,i2c__imu1__accel__x,i2c__imu1__accel__x_raw,i2c__imu1__accel__y,i2c__imu1__accel__y_raw,i2c__imu1__accel__z,i2c__imu1__accel__z_raw,i2c__imu1__gyro__gyro_range,i2c__imu1__gyro__x,i2c__imu1__gyro__x_raw,i2c__imu1__gyro__y,i2c__imu1__gyro__y_raw,i2c__imu1__gyro__z,i2c__imu1__gyro__z_raw,i2c__imu1__temperature,i2c__imu2__accel__accel_range,i2c__imu2__accel__in,i2c__imu2__accel__x,i2c__imu2__accel__x_raw,i2c__imu2__accel__y,i2c__imu2__accel__y_raw,i2c__imu2__accel__z,i2c__imu2__accel__z_raw,i2c__imu2__gyro__gyro_range,i2c__imu2__gyro__x,i2c__imu2__gyro__x_raw,i2c__imu2__gyro__y,i2c__imu2__gyro__y_raw,i2c__imu2__gyro__z,i2c__imu2__gyro__z_raw,i2c__imu2__temperature,i2c__imu3__accel__accel_range,i2c__imu3__accel__in,i2c__imu3__accel__x,i2c__imu3__accel__x_raw,i2c__imu3__accel__y,i2c__imu3__accel__y_raw,i2c__imu3__accel__z,i2c__imu3__accel__z_raw,i2c__imu3__gyro__gyro_range,i2c__imu3__gyro__x,i2c__imu3__gyro__x_raw,i2c__imu3__gyro__y,i2c__imu3__gyro__y_raw,i2c__imu3__gyro__z,i2c__imu3__gyro__z_raw,i2c__imu3__temperature,i2c__imu4__accel__accel_range,i2c__imu4__accel__in,i2c__imu4__accel__x,i2c__imu4__accel__x_raw,i2c__imu4__accel__y,i2c__imu4__accel__y_raw,i2c__imu4__accel__z,i2c__imu4__accel__z_raw,i2c__imu4__gyro__gyro_range,i2c__imu4__gyro__x,i2c__imu4__gyro__x_raw,i2c__imu4__gyro__y,i2c__imu4__gyro__y_raw,i2c__imu4__gyro__z,i2c__imu4__gyro__z_raw,i2c__imu4__temperature,i2c__timestamp
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.37156849677605,1011.33,32.0,0,m/s^2,-0.05746083984375,-96,-0.0909796630859375,-152,9.447519750976562,15784,0,-4.099236641221374,-537,1.6946564885496183,222,-0.3511450381679389,-46,33.75352941176471,0,m/s^2,0.0430956298828125,72,-0.229843359375,-384,9.789890588378906,16356,0,2.7786259541984735,364,-1.4961832061068703,-196,-0.15267175572519084,-20,29.188823529411767,0,m/s^2,-1.2880804931640624,-2152,-0.2753331909179687,-460,12.50730947265625,20896,0,1.0687022900763359,140,-0.3969465648854962,-52,0.6946564885496184,91,30.459411764705884,0,m/s^2,-0.55545478515625,-928,-0.35194764404296874,-588,9.205705383300781,15380,0,-3.595419847328244,-471,1.4122137404580153,185,-2.198473282442748,-288,32.671176470588236,2023-09-28T16:41:40.104501
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.37156849677605,1011.33,32.0,0,m/s^2,0.04548983154296875,76,0.033518823242187495,56,9.7683427734375,16320,0,-4.511450381679389,-591,1.786259541984733,234,-0.19083969465648856,-25,33.7064705882353,0,m/s^2,-0.05985504150390625,-100,-0.16280571289062498,-272,9.660603698730467,16140,0,2.9770992366412212,390,-1.4427480916030535,-189,-0.3511450381679389,-46,29.188823529411767,0,m/s^2,-1.1755530151367186,-1964,-0.33039982910156246,-552,12.744335437011719,21292,0,1.2290076335877862,161,-0.8396946564885496,-110,0.5725190839694656,75,29.659411764705883,0,m/s^2,-0.689530078125,-1152,-0.2705447875976562,-452,9.667786303710937,16152,0,-3.595419847328244,-471,1.0687022900763359,140,-2.4580152671755724,-322,33.42411764705882,2023-09-28T16:41:40.304061
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.121222729444852,1011.3,32.0,0,m/s^2,-0.086191259765625,-144,-0.09576806640624999,-160,9.773131176757811,16328,0,-4.0458015267175576,-530,1.6564885496183206,217,-0.2748091603053435,-36,33.75352941176471,0,m/s^2,0.04548983154296875,76,-0.17477672119140625,-292,9.53131680908203,15924,0,2.7709923664122136,363,-1.7099236641221374,-224,-0.33587786259541985,-44,29.23588235294118,0,m/s^2,-1.3168109130859373,-2200,-0.19632453613281248,-328,12.861651318359375,21488,0,1.0,131,-0.2824427480916031,-37,0.816793893129771,107,29.706470588235295,0,m/s^2,-0.5291185668945312,-884,-0.45010991210937495,-752,9.229647399902344,15420,0,-3.900763358778626,-511,1.5801526717557253,207,-2.2442748091603053,-294,33.42411764705882,2023-09-28T16:41:40.401868
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.455015749660415,1011.34,32.1,0,m/s^2,0.06464344482421874,108,-0.239420166015625,-400,9.583989245605467,16012,0,-4.083969465648855,-535,1.5954198473282444,209,-0.2595419847328244,-34,33.75352941176471,0,m/s^2,-0.03591302490234375,-60,-0.15562310791015624,-260,9.555258825683593,15964,0,2.8931297709923665,379,-1.8015267175572518,-236,-0.366412213740458,-48,29.188823529411767,0,m/s^2,-1.2378022583007813,-2068,-0.3399766357421875,-568,12.593500732421875,21040,0,1.0229007633587786,134,-0.25190839694656486,-33,0.8091603053435115,106,29.706470588235295,0,m/s^2,-0.4429273071289062,-740,-0.5315127685546874,-888,9.198522778320312,15368,0,-3.648854961832061,-478,1.3893129770992367,182,-2.114503816793893,-277,32.012352941176474,2023-09-28T16:41:40.500773
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.20467198667811,1011.31,32.1,0,m/s^2,-0.1771709228515625,-296,-0.08858546142578125,-148,9.495403784179686,15864,0,-4.259541984732825,-558,1.5725190839694656,206,-0.3511450381679389,-46,33.80058823529412,0,m/s^2,0.08379705810546874,140,-0.14604630126953125,-244,9.516951599121093,15900,0,2.9389312977099236,385,-1.7251908396946565,-226,-0.2824427480916031,-37,29.23588235294118,0,m/s^2,-1.37906015625,-2304,-0.24899697265624998,-416,12.303802331542968,20556,0,1.16793893129771,153,-0.5877862595419847,-77,0.5725190839694656,75,29.706470588235295,0,m/s^2,-0.507570751953125,-848,-0.5578489868164063,-932,9.153032946777342,15292,0,-3.5877862595419847,-470,1.2366412213740459,162,-2.1068702290076335,-276,32.71823529411765,2023-09-28T16:41:40.602017
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.288120575781946,1011.32,32.1,0,m/s^2,0.040701428222656245,68,-0.27293898925781246,-456,9.931148486328125,16592,0,-4.114503816793893,-539,1.6030534351145038,210,-0.3969465648854962,-52,33.7064705882353,0,m/s^2,-0.14604630126953125,-244,-0.2346317626953125,-392,9.679757312011718,16172,0,3.053435114503817,400,-1.4961832061068703,-196,-0.48854961832061067,-64,29.23588235294118,0,m/s^2,-1.2665326782226562,-2116,-0.41898529052734373,-700,12.495338464355468,20876,0,1.1145038167938932,146,-0.9618320610687023,-126,0.7557251908396947,99,29.000588235294117,0,m/s^2,-0.17238251953125,-288,-0.5793968017578125,-968,9.651026892089844,16124,0,-3.549618320610687,-465,0.5877862595419847,77,-2.564885496183206,-336,32.012352941176474,2023-09-28T16:41:40.700832
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.70535349979292,1011.37,32.1,0,m/s^2,0.3136404174804687,524,-0.15322890625,-256,9.80665,16384,0,-4.297709923664122,-563,1.8396946564885497,241,-0.24427480916030533,-32,33.65941176470589,0,m/s^2,0.076614453125,128,-0.2609679809570312,-436,9.854534033203125,16464,0,3.0,393,-1.6793893129770991,-220,-0.4198473282442748,-55,29.23588235294118,0,m/s^2,-1.4604630126953124,-2440,-0.34237083740234375,-572,12.50012686767578,20884,0,0.9541984732824428,125,-0.6030534351145038,-79,0.6335877862595419,83,30.459411764705884,0,m/s^2,-0.5889736083984375,-984,-0.5243301635742187,-876,9.507374792480467,15884,0,-3.7557251908396947,-492,0.6717557251908397,88,-2.6030534351145036,-341,32.671176470588236,2023-09-28T16:41:40.800144
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-17.70535349979292,1011.37,32.1,0,m/s^2,0.21068974609375,352,-0.28730419921875,-480,9.931148486328125,16592,0,-3.9083969465648853,-512,1.5267175572519085,200,-0.29770992366412213,-39,33.894705882352945,0,m/s^2,-0.06464344482421874,-108,-0.1149216796875,-192,9.562441430664062,15976,0,2.816793893129771,369,-1.6564885496183206,-217,-0.5267175572519084,-69,29.330000000000002,0,m/s^2,-1.4317325927734375,-2392,-0.35673604736328124,-596,12.454637036132812,20808,0,1.0458015267175573,137,-0.5343511450381679,-70,0.32061068702290074,42,30.459411764705884,0,m/s^2,-0.2154781494140625,-360,-0.5506663818359374,-920,9.612719665527344,16060,0,-3.5343511450381677,-463,0.35877862595419846,47,-2.3282442748091605,-305,32.71823529411765,2023-09-28T16:41:40.900134
TPV,/dev/ttyS0,8.2,0.42,-0.01,0.01,0.0,-2451472.33,5832802.94,-803430.89,143.52,39.71,0.42,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:40.000Z,-16.787419018961696,1011.26,32.1,0,m/s^2,-0.12689268798828124,-212,0.023942016601562498,40,9.272743029785156,15492,0,-4.458015267175573,-584,1.4580152671755726,191,-0.1984732824427481,-26,33.75352941176471,0,m/s^2,0.055066638183593745,92,-0.16519991455078123,-276,9.718064538574218,16236,0,2.8244274809160306,370,-1.3435114503816794,-176,-0.3435114503816794,-45,29.23588235294118,0,m/s^2,-1.43652099609375,-2400,-0.32561142578124996,-544,12.74912384033203,21300,0,0.8778625954198473,115,-0.1984732824427481,-26,0.5267175572519084,69,29.800588235294118,0,m/s^2,-0.5482721801757812,-916,-0.40940848388671874,-684,9.665392102050781,16148,0,-3.5801526717557253,-469,1.1068702290076335,145,-2.3740458015267176,-311,32.76529411764706,2023-09-28T16:41:41.000131
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-16.787419018961696,1011.26,32.1,0,m/s^2,-0.17477672119140625,-292,-0.19632453613281248,-328,9.775525378417969,16332,0,-4.129770992366412,-541,1.4885496183206106,195,-0.3511450381679389,-46,33.7064705882353,0,m/s^2,0.11013327636718749,184,-0.2561795776367187,-428,9.579200842285156,16004,0,2.83206106870229,371,-1.450381679389313,-190,-0.2748091603053435,-36,29.23588235294118,0,m/s^2,-1.388636962890625,-2320,-0.5698199951171875,-952,12.74912384033203,21300,0,0.8931297709923665,117,-0.2595419847328244,-34,0.8244274809160306,108,29.753529411764706,0,m/s^2,-0.6464344482421874,-1080,-0.3016694091796875,-504,9.435548742675781,15764,0,-3.5572519083969465,-466,1.450381679389313,190,-2.1374045801526718,-280,32.012352941176474,2023-09-28T16:41:41.100128
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.455015749660415,1011.34,32.1,0,m/s^2,-0.031124621582031248,-52,-0.3806780639648437,-636,9.435548742675781,15764,0,-3.877862595419847,-508,1.5190839694656488,199,-0.2748091603053435,-36,33.7064705882353,0,m/s^2,0.00718260498046875,12,-0.00239420166015625,-4,9.694122521972655,16196,0,2.7557251908396947,361,-1.6030534351145038,-210,-0.21374045801526717,-28,29.28294117647059,0,m/s^2,-1.1133037719726562,-1860,-0.35673604736328124,-596,12.808978881835937,21400,0,0.9923664122137404,130,-0.3435114503816794,-45,0.5648854961832062,74,30.459411764705884,0,m/s^2,-0.5363011718749999,-896,-0.3687070556640625,-616,9.172186560058593,15324,0,-3.5572519083969465,-466,1.6106870229007633,211,-2.2748091603053435,-298,32.76529411764706,2023-09-28T16:41:41.200130
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.455015749660415,1011.34,32.1,0,m/s^2,0.07900865478515624,132,-0.105344873046875,-176,10.070012182617187,16824,0,-4.2748091603053435,-560,1.8625954198473282,244,-0.183206106870229,-24,33.80058823529412,0,m/s^2,-0.14604630126953125,-244,-0.239420166015625,-400,9.758765966796874,16304,0,2.854961832061069,374,-1.4885496183206106,-195,-0.35877862595419846,-47,29.188823529411767,0,m/s^2,-1.3239935180664062,-2212,-0.411802685546875,-688,12.643778967285156,21124,0,0.8320610687022901,109,-0.5267175572519084,-69,1.0076335877862594,132,29.706470588235295,0,m/s^2,-0.3280056274414062,-548,-0.5027823486328125,-840,9.210493786621093,15388,0,-3.595419847328244,-471,0.916030534351145,120,-2.1297709923664123,-279,32.671176470588236,2023-09-28T16:41:41.300130
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.121222729444852,1011.3,32.1,0,m/s^2,0.1867477294921875,312,-0.2705447875976562,-452,9.909600671386718,16556,0,-4.282442748091603,-561,1.8549618320610688,243,-0.3282442748091603,-43,33.80058823529412,0,m/s^2,-0.028730419921875,-48,-0.2753331909179687,-460,9.672574707031249,16160,0,2.8625954198473282,375,-1.8091603053435115,-237,-0.2824427480916031,-37,29.23588235294118,0,m/s^2,-1.4867992309570313,-2484,-0.16041151123046873,-268,12.322955944824217,20588,0,0.7938931297709924,104,-0.4732824427480916,-62,0.8854961832061069,116,29.84764705882353,0,m/s^2,-0.40462008056640625,-676,-0.4740519287109375,-792,9.507374792480467,15884,0,-3.3282442748091605,-436,0.7557251908396947,99,-2.648854961832061,-347,32.012352941176474,2023-09-28T16:41:41.400116
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.03777280406249,1011.29,32.1,0,m/s^2,0.0718260498046875,120,-0.16041151123046873,-268,9.828197814941406,16420,0,-3.877862595419847,-508,1.6488549618320612,216,-0.20610687022900764,-27,33.75352941176471,0,m/s^2,-0.01915361328125,-32,-0.23223756103515625,-388,9.686939916992188,16184,0,2.687022900763359,352,-1.4885496183206106,-195,-0.25190839694656486,-33,29.141764705882352,0,m/s^2,-1.2569558715820313,-2100,-0.22505495605468748,-376,12.662932580566405,21156,0,0.9541984732824428,125,-0.8015267175572519,-105,0.4961832061068702,65,29.04764705882353,0,m/s^2,-0.22505495605468748,-376,-0.5530605834960938,-924,9.358934289550781,15636,0,-3.6259541984732824,-475,0.3511450381679389,46,-2.519083969465649,-330,32.76529411764706,2023-09-28T16:41:41.500138
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.03777280406249,1011.29,32.1,0,m/s^2,0.1149216796875,192,-0.24660277099609373,-412,9.562441430664062,15976,0,-4.129770992366412,-541,1.366412213740458,179,-0.2824427480916031,-37,33.65941176470589,0,m/s^2,0.21787235107421873,364,-0.1771709228515625,-296,9.787496386718749,16352,0,2.854961832061069,374,-1.5267175572519085,-200,-0.33587786259541985,-44,29.23588235294118,0,m/s^2,-1.3239935180664062,-2212,-0.39264907226562495,-656,12.650961572265624,21136,0,0.916030534351145,120,-0.07633587786259542,-10,0.816793893129771,107,30.459411764705884,0,m/s^2,-0.7254431030273437,-1212,-0.36152445068359373,-604,9.775525378417969,16332,0,-3.8244274809160306,-501,1.3129770992366412,172,-2.282442748091603,-299,32.012352941176474,2023-09-28T16:41:41.600136
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.121222729444852,1011.3,32.1,0,m/s^2,0.18435352783203124,308,-0.0383072265625,-64,9.502586389160156,15876,0,-4.0,-524,1.549618320610687,203,-0.2900763358778626,-38,33.75352941176471,0,m/s^2,-0.047884033203124995,-80,-0.27293898925781246,-456,9.82580361328125,16416,0,2.984732824427481,391,-1.5725190839694656,-206,-0.4198473282442748,-55,29.23588235294118,0,m/s^2,-1.446097802734375,-2416,-0.5243301635742187,-876,12.856862915039061,21480,0,1.0687022900763359,140,-0.2900763358778626,-38,0.44274809160305345,58,29.000588235294117,0,m/s^2,-0.6272808349609375,-1048,-0.34715924072265625,-580,9.282319836425781,15508,0,-3.6259541984732824,-475,1.099236641221374,144,-2.2748091603053435,-298,32.671176470588236,2023-09-28T16:41:41.700137
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.955685237420134,1011.4,32.1,0,m/s^2,0.0526724365234375,88,-0.4261678955078125,-712,9.995791931152343,16700,0,-4.396946564885496,-576,1.7709923664122138,232,-1.9312977099236641,-253,33.84764705882353,0,m/s^2,-0.143652099609375,-240,-0.3064578125,-512,9.763554370117188,16312,0,2.7557251908396947,361,-1.5877862595419847,-208,-0.3053435114503817,-40,29.188823529411767,0,m/s^2,-1.3958195678710936,-2332,-0.4213794921875,-704,12.62223115234375,21088,0,1.0534351145038168,138,-0.732824427480916,-96,0.5572519083969466,73,29.753529411764706,0,m/s^2,-0.4908113403320312,-820,-0.4165910888671875,-696,9.313444458007812,15560,0,-3.435114503816794,-450,0.9923664122137404,130,-2.564885496183206,-336,32.76529411764706,2023-09-28T16:41:41.800137
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.62190825115901,1011.36,32.1,0,m/s^2,0.25139117431640623,420,-0.13646949462890623,-228,9.765948571777344,16316,0,-4.465648854961832,-585,1.7404580152671756,228,-0.32061068702290074,-42,33.84764705882353,0,m/s^2,-0.047884033203124995,-80,-0.19393033447265623,-324,9.660603698730467,16140,0,2.877862595419847,377,-1.5038167938931297,-197,-0.44274809160305345,-58,29.23588235294118,0,m/s^2,-1.2976572998046874,-2168,-0.201112939453125,-336,12.619836950683593,21084,0,0.9770992366412213,128,-0.4198473282442748,-55,0.6183206106870229,81,30.459411764705884,0,m/s^2,-0.316034619140625,-528,-0.6296750366210937,-1052,9.459490759277344,15804,0,-3.5267175572519083,-462,0.9007633587786259,118,-2.7938931297709924,-366,33.42411764705882,2023-09-28T16:41:41.900270
TPV,/dev/ttyS0,8.24,0.63,-0.05,0.01,-0.02,-2451472.42,5832803.14,-803430.96,143.52,39.71,0.63,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:41.000Z,-17.288120575781946,1011.32,32.1,0,m/s^2,0.19871873779296872,332,-0.14604630126953125,-244,10.261548315429687,17144,0,-4.450381679389313,-583,1.7251908396946565,226,-0.15267175572519084,-20,33.7064705882353,0,m/s^2,0.0,0,-0.16519991455078123,-276,9.643844287109374,16112,0,2.8091603053435112,368,-1.4580152671755726,-191,-0.5343511450381679,-70,29.23588235294118,0,m/s^2,-1.1133037719726562,-1860,-0.39264907226562495,-656,12.368445776367187,20664,0,0.8778625954198473,115,-0.7175572519083969,-94,0.9083969465648855,119,29.753529411764706,0,m/s^2,-0.19153613281249998,-320,-0.48123453369140623,-804,9.528922607421874,15920,0,-5.687022900763359,-745,0.3816793893129771,50,-2.2061068702290076,-289,32.71823529411765,2023-09-28T16:41:42.000144
TPV,/dev/ttyS0,8.25,0.43,-0.01,0.0,0.0,-2451472.48,5832803.25,-803431.02,143.52,39.71,0.43,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:42.000Z,-17.538462334444894,1011.35,32.1,0,m/s^2,0.0909796630859375,152,-0.040701428222656245,-68,9.476250170898437,15832,0,-4.129770992366412,-541,1.5725190839694656,206,-0.09923664122137404,-13,33.75352941176471,0,m/s^2,-0.09576806640624999,-160,-0.06943184814453125,-116,9.536105212402344,15932,0,2.7480916030534353,360,-1.450381679389313,-190,-0.35877862595419846,-47,29.23588235294118,0,m/s^2,-1.3335703247070312,-2228,-0.28969840087890625,-484,12.476184851074217,20844,0,1.16793893129771,153,-0.5190839694656488,-68,0.8702290076335878,114,29.753529411764706,0,m/s^2,-0.35194764404296874,-588,-0.4740519287109375,-792,9.629479077148437,16088,0,-3.6564885496183206,-479,0.8244274809160306,108,-2.4732824427480917,-324,33.47117647058823,2023-09-28T16:41:42.100139
TPV,/dev/ttyS0,8.25,0.43,-0.01,0.0,0.0,-2451472.48,5832803.25,-803431.02,143.52,39.71,0.43,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:42.000Z,-17.121222729444852,1011.3,32.1,0,m/s^2,0.0718260498046875,120,-0.1867477294921875,-312,9.8449572265625,16448,0,-4.251908396946565,-557,1.5038167938931297,197,-0.1984732824427481,-26,33.7064705882353,0,m/s^2,0.11731588134765625,196,-0.26815058593749996,-448,9.662997900390625,16144,0,2.6946564885496183,353,-1.5114503816793894,-198,-0.4580152671755725,-60,29.141764705882352,0,m/s^2,-1.407790576171875,-2352,-0.4525041137695312,-756,12.588712329101561,21032,0,0.8854961832061069,116,-0.6259541984732825,-82,0.3511450381679389,46,29.000588235294117,0,m/s^2,-0.6057330200195312,-1012,-0.29448680419921874,-492,9.425971936035156,15748,0,-3.5114503816793894,-460,1.366412213740458,179,-2.2748091603053435,-298,32.012352941176474,2023-09-28T16:41:42.200169
TPV,/dev/ttyS0,8.25,0.43,-0.01,0.0,0.0,-2451472.48,5832803.25,-803431.02,143.52,39.71,0.43,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:42.000Z,-17.03777280406249,1011.29,32.1,0,m/s^2,-0.00718260498046875,-12,-0.031124621582031248,-52,9.423577734375,15744,0,-4.473282442748092,-586,1.4580152671755726,191,-0.1984732824427481,-26,33.65941176470589,0,m/s^2,0.29448680419921874,492,-0.0526724365234375,-88,9.907206469726562,16552,0,2.7480916030534353,360,-1.3358778625954197,-175,-0.44274809160305345,-58,29.23588235294118,0,m/s^2,-1.2928688964843749,-2160,-0.4644751220703125,-776,12.674903588867187,21176,0,1.0229007633587786,134,-0.7557251908396947,-99,0.7862595419847328,103,29.706470588235295,0,m/s^2,-0.7015010864257812,-1172,-0.32561142578124996,-544,9.277531433105468,15500,0,-3.5419847328244276,-464,1.4580152671755726,191,-2.404580152671756,-315,32.012352941176474,2023-09-28T16:41:42.300135
TPV,/dev/ttyS0,8.25,0.43,-0.01,0.0,0.0,-2451472.48,5832803.25,-803431.02,143.52,39.71,0.43,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:42.000Z,-17.455015749660415,1011.34,32.1,0,m/s^2,-0.00239420166015625,-4,-0.2753331909179687,-460,9.804255798339844,16380,0,-4.511450381679389,-591,1.7328244274809161,227,-0.21374045801526717,-28,33.80058823529412,0,m/s^2,-0.2825157958984375,-472,-0.17477672119140625,-292,9.801861596679688,16376,0,2.801526717557252,367,-1.5877862595419847,-208,-0.5114503816793893,-67,29.23588235294118,0,m/s^2,-1.5131354492187499,-2528,-0.33039982910156246,-552,12.636596362304687,21112,0,0.9847328244274809,129,-0.40458015267175573,-53,0.5725190839694656,75,29.04764705882353,0,m/s^2,-0.3687070556640625,-616,-0.5985504150390625,-1000,9.04050546875,15104,0,-3.9923664122137406,-523,0.7175572519083969,94,-2.4427480916030535,-320,33.42411764705882,2023-09-28T16:41:42.400155
TPV,/dev/ttyS0,8.25,0.43,-0.01,0.0,0.0,-2451472.48,5832803.25,-803431.02,143.52,39.71,0.43,0.005,71.76,3.733,1.984,22.35,-7.285268333,18,112.796108333,0.8,3,71.44,0.082,2,2023-09-28T09:41:42.000Z,-17.455015749660415,1011.34,32.1,0,m/s^2,0.15562310791015624,260,-0.258573779296875,-432,9.89523546142578,16532,0,-4.221374045801527,-553,1.7251908396946565,226,-0.13740458015267176,-18,33.7064705882353,0,m/s^2,-0.06464344482421874,-108,-0.1580173095703125,-264,9.758765966796874,16304,0,2.877862595419847,377,-1.5801526717557253,-207,-0.3282442748091603,-43,29.188823529411767,0,m/s^2,-1.2856862915039062,-2148,-0.296881005859375,-496,12.495338464355468,20876,0,1.015267175572519,133,-0.3053435114503817,-40,0.46564885496183206,61,29.000588235294117,0,m/s^2,-0.42377369384765623,-708,-0.5722141967773438,-956,9.567229833984374,15984,0,-3.5419847328244276,-464,0.8091603053435115,106,-2.1526717557251906,-282,32.71823529411765,2023-09-28T16:41:42.500134
